gender,age,height,weight,bmi,tummy,hip,breast,baselayersize,jerseysize,bibsize
1,25,165.0,55.0,20.2,2,3,3,3,1,4
2,65,153.0,70.0,29.9,3,3,3,5,5,3
1,18,145.0,55.0,26.2,2,2,2,3,3,2
2,26,202.0,82.0,20.1,2,1,1,5,6,7
2,69,193.0,78.0,20.9,3,2,1,4,4,6
2,67,184.0,66.0,19.5,2,3,2,3,2,5
2,69,146.0,55.0,25.8,3,2,3,2,2,1
1,38,159.0,64.0,25.3,2,3,3,4,3,4
1,19,184.0,84.0,24.8,2,3,3,6,6,8
1,22,172.0,79.0,26.7,2,3,2,5,5,7
2,53,172.0,72.0,24.3,3,3,2,3,3,5
1,50,170.0,71.0,24.6,2,3,1,4,4,6
2,33,179.0,68.0,21.2,2,3,1,3,3,5
2,70,200.0,91.0,22.8,3,1,1,5,6,8
2,42,151.0,64.0,28.1,3,3,2,3,3,3
1,54,167.0,82.0,29.4,3,2,3,6,7,7
1,22,171.0,53.0,18.1,2,1,1,2,1,3
1,25,173.0,79.0,26.4,2,2,3,6,6,7
2,42,151.0,52.0,22.8,2,2,1,1,1,1
2,66,206.0,71.0,16.7,2,2,2,5,5,6
2,35,170.0,81.0,28.0,2,3,3,5,6,6
2,21,152.0,74.0,32.0,2,3,3,6,7,4
2,70,210.0,83.0,18.8,3,1,3,6,6,8
1,67,187.0,55.0,15.7,1,1,1,4,3,4
1,49,206.0,64.0,15.1,1,2,2,6,5,6
2,65,153.0,69.0,29.5,2,3,2,5,5,3
1,38,202.0,63.0,15.4,2,2,1,5,4,6
1,72,182.0,66.0,19.9,3,3,2,4,2,6
2,18,183.0,94.0,28.1,2,2,2,6,8,8
1,71,155.0,56.0,23.3,1,2,1,3,3,3
2,24,211.0,78.0,17.5,2,1,1,6,6,7
2,63,153.0,73.0,31.2,2,3,3,6,6,4
1,34,149.0,64.0,28.8,2,3,2,5,4,4
2,64,176.0,89.0,28.7,2,3,3,6,7,7
1,72,173.0,83.0,27.7,3,3,3,6,5,7
2,36,197.0,69.0,17.8,1,2,2,5,5,5
1,50,184.0,57.0,16.8,2,2,2,4,2,4
2,65,173.0,74.0,24.7,3,2,2,4,4,5
1,52,171.0,83.0,28.4,2,3,2,6,6,7
1,70,167.0,89.0,31.9,3,3,3,7,7,8
2,18,194.0,76.0,20.2,3,3,3,4,3,6
1,31,182.0,56.0,16.9,1,1,1,3,3,4
2,35,197.0,88.0,22.7,3,3,3,5,5,8
2,38,182.0,76.0,22.9,2,3,1,4,4,6
1,47,169.0,81.0,28.4,2,3,3,6,6,7
2,29,191.0,59.0,16.2,1,2,2,4,3,4
2,70,162.0,67.0,25.5,3,3,3,3,3,4
2,26,192.0,62.0,16.8,2,2,2,4,3,4
1,37,209.0,71.0,16.3,2,1,2,7,6,7
1,42,182.0,80.0,24.2,3,2,3,5,5,7
2,29,145.0,58.0,27.6,2,3,2,3,3,2
1,22,167.0,60.0,21.5,3,3,2,3,1,4
1,23,147.0,58.0,26.8,3,3,3,3,2,3
1,58,175.0,51.0,16.7,2,1,2,2,1,3
2,19,166.0,89.0,32.3,2,3,2,6,8,6
1,56,193.0,70.0,18.8,3,2,1,4,3,6
1,25,181.0,51.0,15.6,2,2,1,3,1,3
1,70,203.0,79.0,19.2,1,1,2,7,7,8
1,33,175.0,82.0,26.8,2,2,3,6,7,7
2,38,164.0,57.0,21.2,2,1,1,2,2,2
1,30,191.0,63.0,17.3,1,1,1,5,5,5
1,35,173.0,84.0,28.1,2,3,3,6,6,8
2,75,174.0,87.0,28.7,3,3,3,5,6,7
2,74,172.0,67.0,22.6,3,1,3,3,3,4
1,47,191.0,74.0,20.3,2,3,1,5,4,7
1,71,170.0,59.0,20.4,3,3,2,3,1,4
2,51,176.0,50.0,16.1,1,2,1,1,1,2
2,59,173.0,66.0,22.1,1,1,3,4,5,4
1,27,174.0,71.0,23.5,3,2,2,4,4,6
2,73,183.0,64.0,19.1,1,2,3,4,4,4
2,67,181.0,78.0,23.8,3,2,3,4,4,6
2,45,197.0,74.0,19.1,3,2,2,4,4,6
2,19,169.0,70.0,24.5,2,1,3,4,5,4
2,46,198.0,79.0,20.2,3,1,3,5,5,7
2,66,157.0,62.0,25.2,2,3,3,3,3,3
1,67,171.0,87.0,29.8,3,2,3,7,7,8
1,21,198.0,79.0,20.2,2,3,2,6,5,8
2,35,171.0,48.0,16.4,1,1,1,1,1,2
2,63,210.0,87.0,19.7,1,1,3,7,8,8
1,39,171.0,55.0,18.8,1,3,3,3,1,4
1,53,189.0,82.0,23.0,2,2,1,5,6,8
1,39,176.0,87.0,28.1,2,2,3,7,7,8
1,46,156.0,68.0,27.9,2,2,2,5,5,4
1,28,183.0,85.0,25.4,2,3,3,6,6,8
2,25,173.0,66.0,22.1,2,2,1,3,3,4
2,68,180.0,89.0,27.5,3,2,2,5,6,7
1,67,151.0,54.0,23.7,1,1,1,3,3,2
1,40,165.0,87.0,32.0,3,2,2,7,8,7
2,61,199.0,70.0,17.7,2,1,1,5,5,5
1,71,200.0,65.0,16.2,2,1,1,5,4,6
2,68,156.0,65.0,26.7,2,2,2,4,4,3
1,27,193.0,64.0,17.2,2,1,1,5,4,5
1,70,188.0,78.0,22.1,1,2,3,6,6,8
1,45,181.0,83.0,25.3,2,3,2,5,5,8
1,37,196.0,72.0,18.7,1,2,2,6,5,7
2,35,147.0,60.0,27.8,2,3,2,3,3,2
1,71,171.0,89.0,30.4,2,3,3,7,8,8
1,28,191.0,74.0,20.3,1,3,1,5,5,7
2,59,192.0,62.0,16.8,2,2,1,3,3,4
1,68,184.0,74.0,21.9,1,1,2,5,6,7
1,57,196.0,63.0,16.4,2,2,2,5,3,6
2,69,171.0,81.0,27.7,2,3,3,5,6,6
2,40,195.0,67.0,17.6,2,2,2,4,4,5
1,36,145.0,66.0,31.4,3,2,2,6,6,3
2,25,204.0,85.0,20.4,3,3,2,5,4,8
2,46,162.0,68.0,25.9,2,3,3,4,4,4
1,74,182.0,68.0,20.5,3,2,1,4,3,6
2,68,176.0,70.0,22.6,1,3,1,3,4,5
1,24,153.0,63.0,26.9,3,2,3,4,4,4
2,73,147.0,52.0,24.1,2,1,1,1,2,1
1,51,147.0,62.0,28.7,2,3,2,5,4,3
2,18,207.0,70.0,16.3,1,2,1,5,5,6
1,23,176.0,49.0,15.8,1,1,2,3,2,3
2,52,167.0,54.0,19.4,1,2,2,2,2,2
1,64,206.0,75.0,17.7,1,2,2,7,6,8
1,62,192.0,60.0,16.3,2,1,1,4,3,5
1,57,183.0,72.0,21.5,3,1,2,5,4,6
2,27,199.0,63.0,15.9,1,1,2,5,5,5
1,42,158.0,56.0,22.4,2,3,3,3,1,3
2,30,200.0,84.0,21.0,3,3,1,4,4,8
2,23,145.0,67.0,31.9,3,3,2,5,5,2
1,64,211.0,70.0,15.7,2,1,1,7,6,7
1,38,208.0,66.0,15.3,2,1,1,6,5,6
2,45,186.0,78.0,22.5,2,3,3,4,4,6
2,56,153.0,61.0,26.1,3,2,3,3,3,3
1,58,195.0,65.0,17.1,2,2,1,5,3,6
1,59,180.0,86.0,26.5,2,2,2,6,7,8
2,56,181.0,68.0,20.8,1,1,3,4,5,5
1,61,169.0,87.0,30.5,3,2,3,7,7,8
2,27,188.0,73.0,20.7,3,1,3,4,4,6
1,34,163.0,86.0,32.4,3,3,2,7,7,7
2,26,181.0,90.0,27.5,3,3,3,5,6,8
1,73,169.0,61.0,21.4,2,1,1,3,3,4
2,34,148.0,59.0,26.9,3,2,3,3,3,2
2,42,160.0,48.0,18.7,1,1,2,1,1,1
1,65,149.0,71.0,32.0,3,2,3,7,7,4
1,42,205.0,78.0,18.6,3,3,2,6,4,8
2,38,173.0,88.0,29.4,3,2,2,5,7,7
2,52,184.0,66.0,19.5,2,3,2,3,2,5
2,23,167.0,88.0,31.6,3,3,2,6,7,6
1,73,171.0,72.0,24.6,1,1,2,5,6,6
2,45,174.0,73.0,24.1,2,3,1,3,4,5
2,69,181.0,51.0,15.6,2,1,1,2,1,2
2,35,200.0,87.0,21.8,3,3,1,5,5,8
1,63,189.0,62.0,17.4,2,1,1,4,3,5
1,40,194.0,76.0,20.2,1,3,2,6,5,7
1,23,163.0,84.0,31.6,2,2,3,7,8,7
1,64,187.0,71.0,20.3,3,2,2,4,3,6
1,29,156.0,72.0,29.6,2,2,2,6,6,5
1,38,176.0,61.0,19.7,3,3,2,3,1,5
2,51,196.0,68.0,17.7,1,1,2,5,5,5
1,54,176.0,64.0,20.7,2,1,3,4,4,5
2,69,171.0,64.0,21.9,3,3,3,3,1,4
1,37,195.0,82.0,21.6,3,3,1,5,4,8
2,33,195.0,64.0,16.8,2,1,2,4,4,5
1,41,170.0,79.0,27.3,2,3,2,5,6,7
1,47,210.0,71.0,16.1,1,2,1,7,6,7
2,37,152.0,56.0,24.2,2,3,3,2,1,2
2,44,176.0,48.0,15.5,1,1,2,2,1,2
2,32,192.0,79.0,21.4,2,1,3,5,6,7
1,60,199.0,70.0,17.7,1,1,1,6,6,6
2,30,160.0,75.0,29.3,3,2,2,5,6,4
2,55,173.0,70.0,23.4,3,2,2,3,3,5
1,26,179.0,53.0,16.5,1,2,1,3,2,4
2,44,164.0,73.0,27.1,2,3,3,4,5,5
2,35,199.0,62.0,15.7,2,2,1,4,3,4
2,55,154.0,58.0,24.5,1,3,1,2,3,2
2,39,157.0,73.0,29.6,3,3,3,5,5,4
1,21,187.0,56.0,16.0,2,2,1,3,2,4
2,55,165.0,85.0,31.2,2,2,2,6,8,6
1,73,170.0,87.0,30.1,3,2,3,7,7,8
1,56,169.0,80.0,28.0,2,2,3,6,7,7
1,43,192.0,67.0,18.2,1,1,2,5,5,6
1,27,172.0,90.0,30.4,2,3,2,7,8,8
2,41,188.0,65.0,18.4,2,2,2,4,3,5
1,43,149.0,65.0,29.3,3,3,2,5,4,4
2,27,186.0,54.0,15.6,2,2,1,2,1,3
2,60,182.0,70.0,21.1,3,1,3,4,4,5
1,71,180.0,65.0,20.1,3,2,3,4,2,5
2,35,155.0,76.0,31.6,3,3,3,6,6,4
2,67,183.0,77.0,23.0,1,3,3,5,5,6
2,45,166.0,81.0,29.4,3,2,3,5,6,6
2,23,193.0,81.0,21.7,3,3,3,5,4,7
1,65,160.0,65.0,25.4,3,2,2,4,3,4
1,34,174.0,52.0,17.2,2,2,2,2,1,3
1,50,206.0,71.0,16.7,2,2,1,6,5,7
2,35,150.0,71.0,31.6,3,3,2,5,6,3
2,55,167.0,63.0,22.6,3,1,2,3,3,3
1,63,166.0,78.0,28.3,2,2,2,6,7,6
1,54,203.0,66.0,16.0,1,1,2,6,6,6
2,65,185.0,84.0,24.5,2,1,1,5,6,7
1,35,199.0,61.0,15.4,1,1,1,5,5,5
2,73,179.0,86.0,26.8,2,2,2,5,7,7
2,59,162.0,82.0,31.2,3,2,3,6,7,5
1,70,209.0,80.0,18.3,2,1,1,6,6,8
1,49,192.0,57.0,15.5,1,2,1,4,3,4
2,52,172.0,72.0,24.3,3,2,1,3,4,5
1,48,163.0,75.0,28.2,3,3,3,5,5,6
2,19,180.0,50.0,15.4,2,1,2,2,1,2
2,37,179.0,67.0,20.9,3,2,1,3,2,4
2,30,193.0,76.0,20.4,3,3,1,4,3,6
1,60,162.0,69.0,26.3,3,3,2,4,3,5
1,53,151.0,57.0,25.0,2,2,2,3,3,3
2,69,152.0,55.0,23.8,1,1,3,2,3,2
2,25,197.0,88.0,22.7,1,3,1,5,6,8
1,38,161.0,81.0,31.2,3,2,3,7,7,6
1,40,190.0,87.0,24.1,2,1,1,6,7,8
1,41,167.0,66.0,23.7,2,1,2,4,4,5
2,48,170.0,75.0,26.0,2,2,2,4,5,5
1,31,172.0,53.0,17.9,2,1,2,2,1,3
1,41,188.0,65.0,18.4,1,1,1,5,5,5
2,71,147.0,68.0,31.5,2,2,2,5,7,3
2,27,190.0,61.0,16.9,2,2,1,3,2,4
2,66,163.0,61.0,23.0,3,2,2,2,2,3
2,43,154.0,65.0,27.4,3,3,3,4,3,3
2,70,183.0,92.0,27.5,3,2,3,6,7,8
2,18,205.0,70.0,16.7,1,1,1,5,6,6
1,26,178.0,60.0,18.9,2,3,2,3,2,5
1,22,157.0,69.0,28.0,2,3,3,5,5,5
1,61,168.0,52.0,18.4,1,1,2,2,2,3
2,61,187.0,53.0,15.2,1,1,2,3,3,3
2,39,189.0,61.0,17.1,1,2,2,4,3,4
2,44,187.0,66.0,18.9,1,2,2,4,4,5
2,50,185.0,95.0,27.8,2,2,2,6,8,8
2,45,176.0,54.0,17.4,2,2,2,2,1,3
2,61,152.0,72.0,31.2,2,2,3,6,7,4
1,69,205.0,74.0,17.6,1,1,2,7,7,7
1,37,157.0,67.0,27.2,3,3,2,4,3,4
2,20,178.0,50.0,15.8,2,1,1,1,1,2
1,57,171.0,58.0,19.8,2,3,1,2,1,4
2,40,167.0,67.0,24.0,3,3,1,3,2,4
1,44,166.0,80.0,29.0,2,3,3,6,6,7
2,28,211.0,77.0,17.3,1,1,1,6,7,7
2,40,147.0,59.0,27.3,3,3,3,3,2,2
2,49,149.0,53.0,23.9,1,1,3,2,3,1
2,70,201.0,67.0,16.6,1,2,1,5,5,5
1,31,154.0,52.0,21.9,1,2,1,2,2,3
1,69,153.0,68.0,29.0,2,3,2,5,5,4
2,72,171.0,79.0,27.0,3,2,3,5,5,6
2,41,147.0,57.0,26.4,3,2,2,2,2,2
2,56,186.0,88.0,25.4,2,3,3,5,6,8
2,25,196.0,65.0,16.9,1,2,1,4,4,5
2,64,152.0,58.0,25.1,2,2,3,3,3,2
1,34,180.0,74.0,22.8,2,1,2,5,5,6
2,69,157.0,60.0,24.3,1,1,1,3,4,2
1,64,191.0,56.0,15.4,2,1,1,4,3,4
2,62,171.0,81.0,27.7,2,2,2,5,6,6
2,70,190.0,55.0,15.2,1,2,1,3,2,3
2,68,183.0,93.0,27.8,3,3,3,5,6,8
1,47,191.0,66.0,18.1,2,2,1,4,3,6
1,70,159.0,63.0,24.9,2,2,3,4,4,4
2,71,190.0,61.0,16.9,2,2,2,3,3,4
1,60,185.0,64.0,18.7,2,1,1,4,4,5
1,72,208.0,70.0,16.2,2,2,1,6,5,7
1,39,208.0,79.0,18.3,1,1,2,7,7,8
2,40,172.0,84.0,28.4,3,3,2,5,5,6
1,20,180.0,79.0,24.4,3,3,2,5,4,7
1,52,162.0,81.0,30.9,2,2,3,7,8,6
2,33,192.0,79.0,21.4,3,1,2,4,5,7
2,59,181.0,90.0,27.5,3,3,2,5,6,8
1,74,193.0,71.0,19.1,1,3,3,6,5,7
1,40,154.0,62.0,26.1,3,2,3,4,3,4
1,65,201.0,63.0,15.6,1,1,1,6,5,5
1,61,181.0,71.0,21.7,1,1,2,5,6,6
2,71,181.0,85.0,25.9,2,2,2,5,6,7
2,66,199.0,69.0,17.4,1,1,1,5,5,5
2,57,169.0,87.0,30.5,3,2,3,6,7,7
2,54,156.0,70.0,28.8,2,2,3,5,6,4
2,54,147.0,56.0,25.9,2,2,2,2,3,2
1,25,199.0,79.0,19.9,3,2,2,6,5,8
1,23,176.0,83.0,26.8,3,3,2,5,5,7
2,23,151.0,54.0,23.7,1,3,3,2,2,2
2,47,164.0,85.0,31.6,2,2,3,7,8,6
1,45,170.0,63.0,21.8,1,3,3,4,3,5
1,50,197.0,72.0,18.6,3,1,1,5,4,7
2,47,186.0,65.0,18.8,1,1,2,4,4,4
2,29,191.0,83.0,22.8,3,1,3,5,6,7
2,56,211.0,75.0,16.8,1,2,1,6,6,6
2,23,173.0,59.0,19.7,2,1,2,2,2,3
2,60,167.0,65.0,23.3,1,1,3,4,5,4
2,72,154.0,68.0,28.7,2,2,3,5,5,3
1,65,207.0,75.0,17.5,1,1,2,7,7,7
1,49,175.0,56.0,18.3,2,2,1,3,1,4
2,64,187.0,91.0,26.0,3,3,3,5,6,8
2,59,149.0,52.0,23.4,2,1,1,1,2,1
1,42,183.0,61.0,18.2,2,1,1,4,3,5
1,21,187.0,68.0,19.4,1,3,2,5,4,6
2,45,190.0,90.0,24.9,1,1,1,5,8,8
2,57,150.0,61.0,27.1,2,2,3,4,4,2
2,48,180.0,54.0,16.7,1,2,1,2,2,3
2,51,148.0,62.0,28.3,3,3,3,4,3,2
1,36,164.0,86.0,32.0,3,2,3,7,8,7
1,45,186.0,71.0,20.5,2,2,3,5,4,6
1,74,195.0,63.0,16.6,1,1,2,5,5,5
1,70,184.0,77.0,22.7,2,3,1,5,4,7
1,30,205.0,74.0,17.6,1,1,2,7,7,7
2,31,199.0,64.0,16.2,2,2,1,4,3,5
2,24,183.0,66.0,19.7,1,1,3,4,5,5
2,47,187.0,59.0,16.9,1,2,1,3,3,4
1,27,173.0,66.0,22.1,2,2,1,4,3,5
1,28,146.0,53.0,24.9,1,1,1,3,3,2
2,31,146.0,69.0,32.4,3,2,2,6,6,3
1,48,173.0,72.0,24.1,2,3,1,4,4,6
1,39,203.0,81.0,19.7,2,2,2,6,6,8
1,47,167.0,90.0,32.3,2,3,2,7,8,8
2,49,154.0,66.0,27.8,3,2,2,4,4,3
2,53,208.0,82.0,19.0,1,2,3,6,7,8
2,28,150.0,54.0,24.0,3,2,3,2,1,2
2,53,162.0,55.0,21.0,2,1,3,2,2,2
2,28,209.0,70.0,16.0,1,2,1,6,5,6
2,21,154.0,55.0,23.2,2,1,2,2,2,2
1,64,210.0,72.0,16.3,1,1,2,7,7,7
2,68,178.0,92.0,29.0,2,2,3,6,8,8
2,43,166.0,55.0,20.0,1,2,1,2,2,2
2,37,171.0,69.0,23.6,3,1,2,3,4,4
2,55,176.0,77.0,24.9,1,1,3,5,7,6
2,35,170.0,93.0,32.2,2,3,2,7,8,7
2,69,149.0,68.0,30.6,2,3,2,5,6,3
2,32,186.0,70.0,20.2,2,2,2,4,4,5
1,22,165.0,73.0,26.8,3,2,3,5,5,6
1,58,192.0,68.0,18.4,1,1,1,5,5,6
1,44,202.0,77.0,18.9,3,2,2,6,4,8
1,60,189.0,69.0,19.3,3,3,2,4,2,6
2,57,176.0,52.0,16.8,1,2,2,2,1,3
2,32,149.0,54.0,24.3,3,2,3,2,1,2
1,24,146.0,59.0,27.7,3,3,2,4,3,3
2,42,192.0,60.0,16.3,1,1,1,4,4,4
1,55,199.0,79.0,19.9,2,1,3,6,6,8
1,60,170.0,47.0,16.3,1,1,1,2,1,3
1,19,187.0,79.0,22.6,3,1,2,5,5,7
2,23,167.0,61.0,21.9,2,3,3,3,2,3
2,71,209.0,87.0,19.9,1,3,2,6,6,8
2,50,190.0,67.0,18.6,2,2,1,4,3,5
1,42,208.0,79.0,18.3,2,2,1,6,6,8
2,49,171.0,85.0,29.1,3,3,3,5,6,6
2,69,153.0,65.0,27.8,3,2,2,4,4,3
1,59,180.0,73.0,22.5,1,2,1,5,5,6
1,62,171.0,70.0,23.9,2,1,1,4,5,5
1,35,196.0,68.0,17.7,2,1,1,5,5,6
1,47,184.0,81.0,23.9,2,3,1,5,5,8
2,32,199.0,66.0,16.7,2,2,2,5,4,5
1,38,202.0,68.0,16.7,1,2,2,6,5,6
2,52,175.0,78.0,25.5,2,3,2,4,5,6
2,19,205.0,70.0,16.7,1,2,2,6,5,6
2,30,194.0,59.0,15.7,2,2,2,4,3,4
1,28,192.0,77.0,20.9,1,3,3,6,5,8
2,33,204.0,64.0,15.4,1,2,1,5,5,5
2,23,160.0,68.0,26.6,3,2,2,4,4,4
2,64,158.0,52.0,20.8,1,1,3,2,2,2
2,36,193.0,76.0,20.4,3,3,1,4,3,6
2,68,205.0,74.0,17.6,1,2,1,5,6,6
1,53,194.0,79.0,21.0,3,2,2,5,5,8
2,56,148.0,57.0,26.0,3,3,3,2,1,2
1,52,154.0,56.0,23.6,2,2,2,3,2,3
1,54,164.0,65.0,24.2,2,3,2,4,3,5
2,64,179.0,65.0,20.3,2,1,1,3,4,4
1,39,158.0,53.0,21.2,3,1,2,2,1,3
1,73,172.0,70.0,23.7,2,3,1,4,4,6
2,28,188.0,56.0,15.8,2,2,2,3,2,3
2,24,182.0,70.0,21.1,1,3,3,4,4,5
2,35,188.0,58.0,16.4,2,1,2,3,3,4
1,65,172.0,74.0,25.0,2,2,3,5,5,6
2,65,202.0,80.0,19.6,1,2,3,6,6,7
1,67,166.0,46.0,16.7,1,1,1,1,1,2
1,42,152.0,66.0,28.6,3,2,3,5,5,4
2,46,196.0,58.0,15.1,1,1,1,4,4,4
1,61,183.0,70.0,20.9,1,1,1,5,5,6
1,49,170.0,88.0,30.4,3,3,2,6,7,8
1,30,180.0,71.0,21.9,1,3,1,4,4,6
2,73,183.0,63.0,18.8,3,1,2,3,2,4
2,70,175.0,59.0,19.3,1,1,3,3,3,3
1,33,167.0,50.0,17.9,1,1,1,2,1,3
1,40,175.0,48.0,15.7,1,1,2,2,1,3
1,22,200.0,64.0,16.0,1,2,1,5,4,6
1,37,165.0,66.0,24.2,2,3,1,4,3,5
1,22,168.0,64.0,22.7,1,1,3,4,5,5
1,38,170.0,55.0,19.0,3,1,1,2,1,3
1,34,200.0,76.0,19.0,2,2,3,6,5,8
2,32,165.0,76.0,27.9,3,3,3,5,5,5
1,57,182.0,76.0,22.9,2,1,3,5,6,7
2,65,183.0,67.0,20.0,1,2,3,4,4,5
2,24,200.0,61.0,15.2,1,2,2,5,4,4
1,27,211.0,75.0,16.8,2,1,1,7,6,7
2,51,184.0,83.0,24.5,3,3,1,4,4,7
1,63,158.0,61.0,24.4,1,1,1,4,4,4
1,27,160.0,82.0,32.0,2,2,2,7,8,6
1,75,184.0,58.0,17.1,1,1,2,4,3,4
1,40,169.0,70.0,24.5,3,1,2,4,4,5
1,21,198.0,61.0,15.6,1,1,2,6,5,5
2,30,187.0,85.0,24.3,3,1,3,5,6,7
1,40,155.0,54.0,22.5,3,1,1,2,1,3
1,61,207.0,66.0,15.4,1,1,2,7,6,6
2,54,164.0,63.0,23.4,1,3,3,3,3,4
1,73,169.0,85.0,29.8,2,3,2,6,7,7
2,49,171.0,55.0,18.8,1,1,1,2,2,3
2,49,162.0,73.0,27.8,3,2,3,4,5,4
1,23,184.0,77.0,22.7,1,2,2,5,6,7
1,42,197.0,74.0,19.1,2,1,3,6,6,7
2,57,197.0,59.0,15.2,2,1,2,4,3,4
1,30,168.0,83.0,29.4,2,3,3,6,7,7
1,65,200.0,66.0,16.5,1,1,2,6,5,6
1,35,160.0,72.0,28.1,3,3,2,5,4,5
2,37,178.0,70.0,22.1,2,3,1,3,3,5
1,22,172.0,84.0,28.4,2,3,3,6,7,7
1,50,197.0,64.0,16.5,1,2,1,5,4,6
2,38,204.0,67.0,16.1,2,2,1,5,4,5
1,61,195.0,76.0,20.0,3,3,3,5,4,8
1,25,210.0,71.0,16.1,2,2,1,6,5,7
1,43,199.0,74.0,18.7,1,3,3,6,5,7
1,22,205.0,75.0,17.8,2,2,2,6,5,7
2,63,154.0,69.0,29.1,2,3,2,4,5,3
1,46,176.0,52.0,16.8,2,1,2,3,1,3
1,50,197.0,64.0,16.5,1,1,1,5,5,5
1,37,195.0,60.0,15.8,2,2,1,4,3,5
1,22,176.0,85.0,27.4,2,3,3,6,6,8
1,43,154.0,70.0,29.5,3,3,2,5,5,4
2,21,180.0,55.0,17.0,1,1,1,2,3,3
1,72,145.0,56.0,26.6,2,2,2,3,3,2
2,33,145.0,59.0,28.1,2,3,3,4,3,2
1,68,207.0,77.0,18.0,1,1,1,7,7,8
1,58,183.0,68.0,20.3,3,1,2,4,3,6
1,22,169.0,71.0,24.9,2,2,1,4,5,5
2,19,184.0,62.0,18.3,2,2,2,3,2,4
1,39,176.0,75.0,24.2,2,2,2,5,5,6
1,38,173.0,75.0,25.1,3,2,3,5,5,6
2,20,206.0,77.0,18.1,2,2,1,5,5,7
2,29,181.0,52.0,15.9,1,1,1,2,2,2
2,56,196.0,80.0,20.8,1,1,2,5,7,7
1,53,152.0,54.0,23.4,2,1,3,3,2,3
1,48,180.0,73.0,22.5,3,1,1,4,4,6
1,21,153.0,68.0,29.0,2,2,3,6,6,4
1,53,180.0,83.0,25.6,3,3,2,5,5,8
2,53,175.0,87.0,28.4,3,2,3,5,6,7
1,54,184.0,56.0,16.5,2,1,1,3,2,4
1,70,172.0,76.0,25.7,3,3,3,5,4,6
2,74,176.0,92.0,29.7,3,3,3,6,7,8
1,26,201.0,70.0,17.3,2,1,2,6,5,7
1,44,173.0,74.0,24.7,3,3,2,4,4,6
2,68,184.0,57.0,16.8,2,1,1,3,2,3
2,48,196.0,82.0,21.3,3,1,1,4,5,7
2,20,177.0,74.0,23.6,3,1,1,3,4,5
2,75,182.0,52.0,15.7,2,2,1,2,1,3
1,32,175.0,67.0,21.9,3,2,2,4,3,5
2,40,168.0,57.0,20.2,2,1,1,2,2,3
2,37,151.0,67.0,29.4,3,2,2,4,5,3
2,53,146.0,60.0,28.1,3,2,3,3,3,2
2,73,181.0,95.0,29.0,3,3,3,6,7,8
1,74,189.0,84.0,23.5,2,1,2,6,7,8
1,55,191.0,65.0,17.8,1,2,2,5,4,6
1,29,173.0,84.0,28.1,2,3,3,6,6,8
2,65,168.0,72.0,25.5,3,3,2,4,3,5
1,25,205.0,73.0,17.4,1,1,1,6,6,7
2,23,186.0,75.0,21.7,1,2,3,5,5,6
2,42,180.0,76.0,23.5,3,1,2,4,5,6
1,42,201.0,73.0,18.1,1,2,2,6,6,7
2,70,199.0,89.0,22.5,2,2,3,6,6,8
2,60,151.0,72.0,31.6,2,3,3,6,7,4
1,31,193.0,72.0,19.3,2,1,3,6,5,7
1,19,180.0,49.0,15.1,2,1,2,3,1,3
1,42,184.0,63.0,18.6,1,1,1,4,4,5
1,32,162.0,69.0,26.3,2,3,3,5,4,5
1,61,196.0,77.0,20.0,3,2,1,5,4,7
2,39,175.0,78.0,25.5,3,3,3,4,4,6
2,39,192.0,74.0,20.1,1,3,3,5,5,6
2,37,169.0,87.0,30.5,3,2,3,6,7,7
1,61,202.0,74.0,18.1,1,2,1,6,6,7
2,39,182.0,72.0,21.7,1,1,3,5,6,5
1,73,152.0,62.0,26.8,3,2,3,4,3,4
1,27,176.0,86.0,27.8,3,3,3,6,6,8
2,70,155.0,67.0,27.9,3,2,3,4,4,3
2,62,169.0,76.0,26.6,3,3,3,4,4,5
2,19,177.0,64.0,20.4,3,2,3,3,2,4
1,70,160.0,59.0,23.0,3,2,3,3,2,4
2,66,178.0,57.0,18.0,1,2,1,2,2,3
2,18,176.0,56.0,18.1,2,2,2,2,1,3
2,56,174.0,80.0,26.4,2,2,2,5,6,6
2,62,170.0,70.0,24.2,1,3,3,4,4,5
2,56,195.0,83.0,21.8,1,3,2,5,6,7
1,51,183.0,61.0,18.2,2,2,2,4,2,5
1,51,191.0,79.0,21.7,1,2,3,6,6,8
2,64,162.0,73.0,27.8,2,2,3,5,6,4
2,73,168.0,53.0,18.8,1,3,2,1,1,2
1,41,192.0,82.0,22.2,1,1,2,6,7,8
2,57,201.0,62.0,15.3,1,1,1,5,5,4
1,66,150.0,59.0,26.2,2,2,3,4,3,3
1,70,176.0,73.0,23.6,1,3,3,5,5,6
1,43,174.0,84.0,27.7,2,2,2,6,7,7
2,35,155.0,70.0,29.1,2,2,3,5,6,4
1,62,188.0,77.0,21.8,2,2,1,5,5,7
2,75,168.0,55.0,19.5,1,3,3,2,1,3
2,25,169.0,62.0,21.7,3,3,3,2,1,4
1,51,171.0,80.0,27.4,2,2,2,6,6,7
2,72,183.0,81.0,24.2,1,3,3,5,6,7
2,55,157.0,61.0,24.7,1,3,2,3,3,3
1,31,152.0,72.0,31.2,2,2,2,6,7,4
1,34,173.0,58.0,19.4,2,2,3,3,2,4
1,51,187.0,85.0,24.3,2,3,1,5,5,8
2,66,204.0,64.0,15.4,2,2,2,5,4,5
