gender,age,height,weight,bmi,tummy,hip,breast
1,64,184,83,24.5,3,2,3
2,72,168,49,17.4,1,1,1
1,58,190,60,16.6,2,1,2
2,19,162,73,27.8,3,3,2
2,50,186,104,30.1,2,2,2
2,21,192,90,24.4,3,1,2
1,37,209,70,16.0,1,1,1
1,23,204,104,25.0,3,2,2
1,35,203,117,28.4,2,2,2
2,68,174,74,24.4,1,2,2
1,71,169,54,18.9,3,1,2
1,45,183,106,31.7,3,2,2
2,65,191,101,27.7,2,3,3
2,55,182,101,30.5,3,2,2
2,65,202,81,19.9,1,1,2
2,73,204,106,25.5,3,3,2
2,55,196,104,27.1,2,2,3
2,41,172,93,31.4,3,3,3
1,56,176,88,28.4,3,3,3
1,29,187,84,24.0,1,1,1
2,53,169,83,29.1,3,3,2
2,67,162,68,25.9,2,2,3
1,70,185,101,29.5,3,2,3
1,56,207,124,28.9,2,3,3
1,61,199,83,21.0,1,3,3
2,19,205,71,16.9,2,1,1
2,37,152,44,19.0,1,3,3
2,60,181,60,18.3,1,2,2
2,43,175,96,31.3,3,3,2
1,49,172,50,16.9,1,1,2
2,56,155,48,20.0,2,1,3
2,24,169,80,28.0,2,2,2
1,52,190,95,26.3,3,2,3
2,74,167,84,30.1,2,2,2
1,60,181,87,26.6,2,2,2
1,36,206,81,19.1,1,1,1
1,37,186,73,21.1,1,3,1
2,23,195,60,15.8,2,2,1
2,46,168,43,15.2,2,1,2
1,65,197,68,17.5,1,2,2
1,47,175,70,22.9,3,2,1
1,70,147,66,30.5,3,2,2
1,47,154,41,17.3,2,1,2
1,63,158,54,21.6,2,1,3
2,65,170,44,15.2,2,2,1
1,51,195,114,30.0,3,2,2
2,23,160,80,31.2,3,2,3
2,22,164,87,32.3,3,3,3
2,45,199,73,18.4,2,2,1
2,33,186,85,24.6,1,2,2
1,47,209,104,23.8,3,1,1
1,59,169,68,23.8,1,1,3
2,58,172,54,18.3,1,1,2
1,66,156,59,24.2,2,3,1
1,51,166,74,26.9,2,2,3
1,71,202,72,17.6,2,2,2
1,58,205,100,23.8,3,3,1
2,31,187,71,20.3,3,1,2
1,34,190,70,19.4,1,2,1
2,55,192,63,17.1,1,1,1
1,21,168,81,28.7,2,2,2
1,38,202,73,17.9,1,1,1
2,23,205,112,26.7,3,3,3
1,23,180,86,26.5,2,3,3
1,30,192,112,30.4,2,3,2
1,58,175,56,18.3,1,1,2
2,68,198,118,30.1,3,3,3
2,27,209,111,25.4,2,3,2
2,70,192,69,18.7,3,2,3
1,22,178,49,15.5,1,1,2
1,19,177,79,25.2,3,3,2
2,37,202,70,17.2,2,1,2
1,42,175,98,32.0,2,3,3
1,18,202,83,20.3,1,2,1
1,30,169,70,24.5,3,3,2
2,55,146,51,23.9,3,2,2
1,23,149,62,27.9,3,2,3
1,73,181,51,15.6,2,1,1
1,69,175,47,15.3,1,2,2
2,26,193,117,31.4,3,3,3
2,68,177,48,15.3,2,2,1
2,54,194,118,31.4,3,3,3
1,32,201,68,16.8,1,1,1
1,23,206,96,22.6,3,2,3
2,39,170,65,22.5,3,2,2
1,54,185,86,25.1,3,2,2
1,65,177,68,21.7,3,1,3
1,22,150,48,21.3,2,2,2
1,69,170,68,23.5,3,1,2
1,74,211,82,18.4,1,1,2
2,40,195,123,32.3,3,3,3
1,64,175,60,19.6,3,2,2
2,22,179,101,31.5,2,3,2
1,43,198,126,32.1,2,3,3
2,21,187,69,19.7,2,2,3
2,21,210,128,29.0,2,3,2
2,67,151,63,27.6,2,2,3
2,41,184,96,28.4,2,2,3
1,38,207,123,28.7,3,3,3
2,57,184,60,17.7,2,2,2
1,58,145,50,23.8,1,2,2
1,30,178,90,28.4,3,2,2
2,53,198,67,17.1,2,2,2
2,23,159,56,22.2,1,2,1
1,28,178,83,26.2,3,3,3
1,21,183,93,27.8,3,2,3
2,21,188,68,19.2,3,3,3
2,42,205,77,18.3,1,2,1
1,36,202,62,15.2,2,1,1
2,59,169,85,29.8,2,3,3
1,30,192,111,30.1,2,3,2
1,25,178,75,23.7,3,3,3
2,21,177,92,29.4,2,2,3
2,29,169,70,24.5,2,2,3
2,61,183,73,21.8,3,1,1
2,47,181,97,29.6,3,3,2
2,41,182,63,19.0,1,3,2
1,54,187,61,17.4,2,2,1
1,54,191,105,28.8,2,2,3
1,27,155,70,29.1,3,2,3
2,61,176,52,16.8,1,2,1
2,67,179,71,22.2,3,1,2
1,56,195,88,23.1,2,2,3
2,25,178,58,18.3,1,2,1
2,68,208,125,28.9,2,3,3
2,38,188,96,27.2,2,2,2
1,21,197,106,27.3,3,3,3
1,44,206,119,28.0,3,3,3
1,25,187,94,26.9,3,3,3
2,47,191,63,17.3,2,2,2
1,56,182,77,23.2,3,1,2
1,53,170,44,15.2,2,2,2
2,26,200,93,23.2,3,3,3
2,64,198,90,23.0,1,2,3
1,34,207,131,30.6,2,3,2
1,63,182,107,32.3,3,3,2
1,36,198,117,29.8,3,3,2
1,30,173,68,22.7,3,1,3
1,62,193,92,24.7,3,2,1
2,25,202,110,27.0,3,3,3
2,21,199,62,15.7,2,1,1
1,69,198,61,15.6,2,1,2
1,64,179,53,16.5,2,1,2
2,40,181,93,28.4,3,3,2
1,22,163,42,15.8,1,2,1
1,35,159,71,28.1,3,2,2
1,61,185,81,23.7,2,1,2
1,47,189,63,17.6,2,2,1
2,36,171,71,24.3,1,2,1
1,67,164,75,27.9,2,2,2
2,24,182,66,19.9,3,2,3
1,39,198,79,20.2,1,2,2
1,72,188,69,19.5,3,2,3
1,39,184,100,29.5,2,2,3
2,29,188,103,29.1,2,2,2
1,28,205,75,17.8,1,1,2
2,75,189,93,26.0,3,3,2
2,60,196,122,31.8,2,3,3
1,60,166,80,29.0,2,2,2
2,30,165,68,25.0,2,3,3
1,60,156,43,17.7,1,1,2
1,50,201,67,16.6,1,2,1
2,75,172,95,32.1,3,3,3
1,35,176,95,30.7,2,2,3
1,59,176,79,25.5,3,2,2
1,26,150,56,24.9,3,1,1
1,56,168,55,19.5,2,1,2
2,64,176,99,32.0,2,2,3
1,44,167,62,22.2,2,1,1
2,52,208,71,16.4,2,1,2
2,26,163,85,32.0,2,3,3
2,34,165,49,18.0,1,1,1
1,60,207,128,29.9,2,3,3
2,67,209,94,21.5,1,2,3
1,59,210,127,28.8,3,2,2
1,69,198,66,16.8,1,2,1
1,21,181,98,29.9,3,3,2
2,64,189,75,21.0,3,1,3
1,22,172,80,27.0,3,3,3
1,50,178,82,25.9,2,2,2
1,24,202,98,24.0,1,2,1
2,65,194,64,17.0,2,2,1
2,68,189,56,15.7,1,1,2
1,42,194,85,22.6,3,1,2
2,75,165,69,25.3,2,2,2
1,35,178,56,17.7,2,2,2
1,28,198,127,32.4,3,3,2
1,35,206,88,20.7,3,1,3
2,61,204,88,21.1,1,3,2
1,56,206,64,15.1,2,2,1
1,55,169,54,18.9,2,1,3
2,54,211,124,27.9,2,2,3
1,24,155,69,28.7,3,3,2
2,23,178,84,26.5,3,2,2
1,44,177,77,24.6,1,3,2
1,27,199,77,19.4,3,1,3
2,51,205,72,17.1,2,2,2
2,72,171,84,28.7,2,2,3
2,70,198,124,31.6,2,3,3
2,22,201,98,24.3,1,3,2
2,48,173,88,29.4,3,2,2
1,49,148,48,21.9,2,1,2
1,20,157,57,23.1,2,2,1
1,71,155,43,17.9,1,2,2
1,38,194,100,26.6,3,3,3
2,74,209,132,30.2,3,3,2
2,62,167,51,18.3,1,2,1
2,54,190,99,27.4,3,3,3
2,22,208,89,20.6,3,2,2
1,43,173,71,23.7,2,2,1
2,61,182,58,17.5,1,2,1
1,69,201,106,26.2,3,3,2
2,28,205,74,17.6,2,2,1
2,64,151,60,26.3,3,3,3
2,19,185,62,18.1,2,1,2
1,72,173,73,24.4,2,1,2
2,24,196,66,17.2,2,2,2
2,37,207,111,25.9,2,3,2
1,47,156,41,16.8,2,1,2
2,41,206,67,15.8,1,2,2
2,39,202,73,17.9,2,2,2
1,73,209,69,15.8,1,1,2
1,45,204,68,16.3,2,1,2
1,45,188,109,30.8,2,2,3
1,34,153,58,24.8,2,1,1
2,28,180,65,20.1,1,1,1
2,35,177,84,26.8,2,3,3
2,33,211,78,17.5,2,1,2
2,51,186,77,22.3,1,1,2
2,64,200,109,27.2,3,2,3
1,48,152,42,18.2,2,2,1
2,60,162,53,20.2,1,1,2
2,52,188,83,23.5,2,2,1
1,27,190,92,25.5,2,2,3
1,46,147,52,24.1,1,3,1
1,23,205,119,28.3,2,3,2
1,52,210,90,20.4,1,3,1
2,54,186,87,25.1,3,3,3
1,48,205,88,20.9,2,1,2
2,34,208,78,18.0,2,2,1
2,58,205,116,27.6,3,2,3
2,41,186,67,19.4,2,3,1
2,37,178,85,26.8,3,3,3
2,45,173,73,24.4,2,3,1
2,63,188,74,20.9,3,1,3
1,67,166,49,17.8,2,2,2
1,34,197,82,21.1,1,1,3
2,65,168,58,20.5,1,3,2
2,57,187,86,24.6,3,3,1
1,61,206,112,26.4,2,3,3
1,41,198,61,15.6,1,2,2
2,43,156,72,29.6,2,3,3
2,42,149,50,22.5,2,1,3
2,43,210,82,18.6,2,1,1
1,35,169,52,18.2,2,2,2
1,72,174,92,30.4,3,3,2
2,52,181,86,26.3,2,2,3
2,41,197,70,18.0,1,1,1
2,18,153,66,28.2,3,2,3
2,23,211,118,26.5,3,2,3
1,66,187,100,28.6,2,3,2
2,33,192,69,18.7,1,3,2
1,48,172,70,23.7,1,3,3
2,22,166,73,26.5,2,2,2
1,44,179,73,22.8,3,2,3
2,25,191,57,15.6,1,2,2
2,69,145,56,26.6,2,3,2
2,25,199,60,15.2,1,2,1
1,37,188,114,32.3,2,2,3
2,68,188,65,18.4,2,1,2
1,18,189,65,18.2,2,1,1
1,71,208,73,16.9,1,2,2
2,51,151,62,27.2,2,2,2
1,41,155,58,24.1,3,2,2
1,18,208,72,16.6,1,2,1
2,56,198,102,26.0,2,3,2
1,40,183,83,24.8,3,2,1
2,58,157,44,17.9,1,1,2
2,55,194,71,18.9,1,2,1
1,48,206,122,28.7,3,3,3
1,29,165,54,19.8,3,2,2
1,22,167,54,19.4,2,3,1
1,37,175,58,18.9,3,1,2
2,26,211,77,17.3,1,1,1
2,23,207,87,20.3,3,3,2
1,48,195,94,24.7,3,3,2
1,59,160,64,25.0,2,3,2
1,26,208,85,19.6,3,3,1
2,56,194,81,21.5,3,2,3
1,29,198,85,21.7,3,1,2
2,52,165,80,29.4,2,3,3
2,21,150,59,26.2,2,3,2
1,28,196,75,19.5,1,1,3
2,39,149,72,32.4,2,2,3
1,31,189,101,28.3,2,3,2
1,51,167,63,22.6,2,2,2
2,37,200,67,16.8,2,2,1
1,55,158,67,26.8,2,2,2
2,70,205,80,19.0,1,3,3
1,31,157,57,23.1,2,1,3
2,29,154,76,32.0,3,3,3
1,27,206,94,22.2,3,2,2
1,29,177,59,18.8,1,2,1
1,47,154,49,20.7,2,1,3
1,23,166,49,17.8,2,1,1
1,61,196,97,25.2,2,3,2
1,27,186,112,32.4,2,3,3
1,34,180,88,27.2,3,3,2
2,44,201,123,30.4,2,2,2
1,27,209,131,30.0,2,3,2
1,73,197,120,30.9,2,3,2
2,27,178,54,17.0,1,2,2
2,62,157,41,16.6,2,1,2
2,29,210,78,17.7,1,1,1
1,58,168,78,27.6,2,3,2
2,38,181,71,21.7,3,2,2
1,32,187,54,15.4,2,1,1
1,66,178,68,21.5,3,3,1
2,56,169,66,23.1,3,3,1
2,57,156,57,23.4,3,2,3
1,70,192,62,16.8,2,2,2
2,26,187,98,28.0,2,2,3
1,62,168,55,19.5,3,1,2
1,59,176,49,15.8,2,2,1
1,64,159,69,27.3,2,2,2
1,21,209,106,24.3,3,2,3
1,31,173,60,20.0,2,2,3
2,24,168,49,17.4,2,1,2
2,74,173,86,28.7,2,2,3
2,68,182,57,17.2,1,1,1
2,47,200,113,28.2,3,2,3
1,31,168,87,30.8,2,2,2
2,65,201,123,30.4,2,3,2
1,49,161,76,29.3,3,3,2
1,44,188,73,20.7,2,1,1
2,72,163,41,15.4,2,1,2
2,51,195,111,29.2,3,2,3
2,54,159,44,17.4,1,1,1
1,19,208,124,28.7,3,2,2
1,72,188,54,15.3,2,1,1
1,54,188,55,15.6,1,1,2
1,47,198,124,31.6,3,2,2
1,57,165,69,25.3,2,3,3
2,47,199,66,16.7,1,2,2
2,75,187,86,24.6,1,3,1
1,53,186,73,21.1,2,3,2
1,70,152,61,26.4,2,3,3
2,25,206,98,23.1,3,3,2
1,43,176,89,28.7,3,3,3
2,21,194,121,32.2,3,3,2
2,52,197,100,25.8,2,3,3
1,29,185,92,26.9,3,3,2
2,24,189,112,31.4,2,3,2
2,29,190,98,27.1,3,2,3
1,73,178,71,22.4,2,3,2
2,36,199,98,24.7,1,2,2
2,69,187,105,30.0,2,3,2
1,48,164,86,32.0,3,3,2
1,46,176,69,22.3,2,1,3
1,31,209,101,23.1,1,3,2
1,55,191,62,17.0,2,1,2
1,62,182,71,21.4,2,3,2
1,54,190,89,24.7,3,2,3
1,23,182,53,16.0,1,1,1
2,46,181,99,30.2,2,2,3
1,43,176,50,16.1,2,1,2
1,64,159,68,26.9,2,2,2
1,37,175,58,18.9,2,1,1
1,24,185,85,24.8,3,3,2
1,57,204,66,15.9,2,1,1
1,49,208,123,28.4,2,3,3
2,23,182,78,23.5,2,2,2
1,45,190,116,32.1,3,2,3
1,18,210,98,22.2,3,1,3
2,51,210,114,25.9,3,3,2
1,38,205,93,22.1,1,1,1
1,38,199,118,29.8,3,2,2
1,47,174,51,16.8,2,1,1
1,59,158,43,17.2,1,1,2
1,24,168,66,23.4,3,3,1
2,64,190,87,24.1,1,2,3
1,75,153,58,24.8,1,1,3
1,27,178,73,23.0,1,1,3
2,54,152,69,29.9,2,2,2
1,20,200,65,16.2,1,2,1
1,22,192,115,31.2,2,3,2
1,40,183,77,23.0,1,1,1
1,49,156,59,24.2,3,1,2
1,27,177,100,31.9,3,2,3
2,39,200,73,18.2,1,2,2
1,61,160,60,23.4,3,3,1
1,59,184,73,21.6,2,1,3
2,58,191,112,30.7,2,3,2
1,65,205,64,15.2,1,2,1
2,33,210,108,24.5,2,1,3
1,45,154,64,27.0,3,3,2
1,75,205,103,24.5,3,2,2
1,28,202,121,29.7,3,3,2
2,31,182,54,16.3,1,2,1
2,25,204,79,19.0,3,1,3
2,61,162,56,21.3,1,3,3
1,41,172,87,29.4,3,3,3
2,64,190,106,29.4,3,2,3
2,32,155,57,23.7,1,3,3
1,70,178,52,16.4,2,1,2
1,54,146,51,23.9,2,3,1
1,22,162,69,26.3,3,2,3
1,65,184,59,17.4,2,2,2
1,37,207,125,29.2,3,2,3
2,35,186,96,27.7,3,2,2
2,61,206,127,29.9,2,2,3
2,47,196,113,29.4,3,2,3
1,22,210,88,20.0,2,2,2
2,40,188,56,15.8,2,2,2
1,54,175,95,31.0,3,2,3
1,39,147,48,22.2,1,2,1
1,24,145,68,32.3,2,2,3
2,70,152,55,23.8,3,1,1
1,26,147,47,21.8,1,1,3
1,56,151,47,20.6,3,2,2
2,40,202,129,31.6,2,3,3
2,69,154,74,31.2,3,3,3
2,66,196,97,25.2,2,2,2
1,32,173,75,25.1,3,2,2
2,21,197,91,23.4,2,2,2
2,19,203,71,17.2,2,1,2
1,26,199,74,18.7,3,1,2
2,65,168,49,17.4,2,1,1
1,66,207,73,17.0,1,2,2
2,20,210,132,29.9,2,2,3
1,49,205,130,30.9,3,3,3
1,37,210,123,27.9,3,3,3
1,52,179,89,27.8,2,2,2
2,18,189,94,26.3,3,2,3
2,48,196,118,30.7,2,3,3
1,69,195,111,29.2,2,3,2
2,66,194,112,29.8,3,3,3
2,31,168,58,20.5,2,2,3
2,28,211,113,25.4,3,3,2
2,71,196,60,15.6,1,1,2
1,67,200,118,29.5,2,3,2
1,67,195,66,17.4,2,2,1
2,60,183,95,28.4,3,2,3
1,61,162,66,25.1,3,2,3
1,56,159,44,17.4,1,1,2
2,50,159,47,18.6,2,2,2
2,35,163,67,25.2,3,2,2
1,56,169,91,31.9,3,2,3
1,44,203,92,22.3,1,1,2
1,22,183,65,19.4,1,2,2
1,48,206,121,28.5,2,2,2
1,53,148,41,18.7,3,1,2
2,60,176,69,22.3,3,2,1
2,26,164,54,20.1,2,2,3
1,74,203,106,25.7,3,3,3
2,50,180,84,25.9,2,2,3
2,59,200,114,28.5,2,3,3
2,35,173,47,15.7,1,2,2
2,70,159,49,19.4,1,2,2
1,52,206,75,17.7,1,2,1
2,49,188,101,28.6,3,2,3
2,55,188,87,24.6,3,3,2
1,33,193,106,28.5,3,2,3
2,40,148,56,25.6,3,2,3
2,70,154,75,31.6,3,2,2
2,58,196,78,20.3,1,2,1
1,66,169,51,17.9,2,1,1
1,70,199,71,17.9,1,2,1
2,22,206,102,24.0,1,2,2
1,60,188,59,16.7,2,2,1
2,52,205,109,25.9,2,2,3
2,30,182,74,22.3,3,1,3
1,50,146,56,26.3,2,3,2
2,48,173,75,25.1,2,2,2
2,58,180,55,17.0,1,2,2
2,58,149,62,27.9,3,2,2
1,20,178,54,17.0,2,2,2
1,56,205,90,21.4,1,2,3
1,53,154,62,26.1,2,3,2
1,64,146,49,23.0,2,3,2
2,30,177,96,30.6,2,2,2
2,53,172,55,18.6,2,1,3
1,66,151,61,26.8,2,3,2
2,50,190,85,23.5,1,1,2
1,70,198,118,30.1,2,2,3
2,22,210,118,26.8,3,3,3
2,27,187,105,30.0,2,2,3
1,27,166,43,15.6,2,2,1
1,58,168,58,20.5,3,2,1
2,42,158,75,30.0,3,3,2
2,43,202,69,16.9,2,1,1
2,55,146,63,29.6,3,3,3
2,18,160,81,31.6,2,2,3
1,25,189,77,21.6,3,1,1
1,24,153,57,24.3,2,3,2
1,64,185,72,21.0,1,2,3
1,51,146,43,20.2,1,2,3
2,20,173,78,26.1,3,2,2
1,43,169,47,16.5,2,1,2
2,29,174,67,22.1,3,3,2
1,35,173,95,31.7,2,3,2
1,45,154,56,23.6,2,1,2
1,70,201,76,18.8,3,3,1
1,54,199,106,26.8,3,2,3
2,48,174,75,24.8,2,1,2
2,30,166,59,21.4,2,2,2
1,27,187,83,23.7,3,3,1
2,69,192,57,15.5,1,1,2
1,26,154,45,19.0,2,2,3
1,62,148,70,32.0,2,2,2
2,71,174,58,19.2,2,1,2
2,69,205,85,20.2,1,1,2
2,21,203,80,19.4,2,2,1
2,18,205,76,18.1,2,2,2
1,64,167,90,32.3,2,3,2
1,38,175,81,26.4,3,2,2
1,52,178,85,26.8,2,3,3
2,24,199,123,31.1,2,2,2
2,69,208,127,29.4,3,3,2
1,45,153,61,26.1,3,3,3
1,48,188,94,26.6,3,3,2
1,52,186,62,17.9,1,1,1
2,52,195,62,16.3,1,1,2
2,52,185,89,26.0,2,2,2
1,49,204,112,26.9,2,2,3
1,63,149,50,22.5,3,2,3
2,23,190,64,17.7,1,2,1
1,33,207,84,19.6,1,3,3
2,69,160,53,20.7,3,2,1
2,71,207,122,28.5,2,3,2
2,20,170,70,24.2,2,3,2
2,23,200,86,21.5,1,1,2
1,38,209,68,15.6,2,2,1
1,58,204,109,26.2,2,3,2
2,57,196,68,17.7,1,2,1
1,37,200,115,28.8,2,2,3
1,39,188,76,21.5,2,1,1
1,35,182,92,27.8,3,3,2
2,48,196,102,26.6,2,3,2
1,33,198,67,17.1,1,1,2
1,53,172,79,26.7,2,2,2
2,66,145,62,29.5,3,2,3
1,48,206,132,31.1,3,3,2
2,73,189,78,21.8,1,1,3
1,70,159,54,21.4,2,2,3
2,41,183,77,23.0,3,1,2
2,37,148,52,23.7,3,3,2
1,48,186,102,29.5,3,3,2
1,30,152,43,18.6,2,3,1
2,20,183,84,25.1,3,2,3
1,72,182,72,21.7,1,2,1
1,74,191,91,24.9,1,2,2
2,35,192,104,28.2,3,2,3
1,41,164,63,23.4,2,3,3
2,62,201,71,17.6,1,2,2
2,65,179,64,20.0,1,2,2
2,22,194,106,28.2,2,2,2
1,62,155,44,18.3,2,2,1
1,67,174,79,26.1,3,3,3
1,52,209,74,16.9,2,2,1
1,33,196,61,15.9,2,2,2
2,34,156,70,28.8,2,3,2
2,37,207,112,26.1,3,2,3
2,27,205,90,21.4,3,3,3
2,65,199,127,32.1,2,2,2
1,54,194,116,30.8,3,3,3
1,73,204,65,15.6,1,1,2
1,50,199,124,31.3,3,2,2
1,49,178,62,19.6,3,2,3
1,48,146,65,30.5,2,2,2
2,68,166,54,19.6,2,2,3
2,37,200,116,29.0,2,3,2
1,41,181,78,23.8,1,2,1
2,33,184,90,26.6,3,2,3
1,28,195,64,16.8,1,1,2
1,65,190,102,28.3,3,3,3
1,22,175,95,31.0,2,3,3
2,30,179,88,27.5,3,2,3
1,66,181,85,25.9,3,2,2
1,62,211,82,18.4,1,2,1
1,68,203,128,31.1,2,2,2
2,63,193,67,18.0,2,2,2
1,47,158,61,24.4,1,2,1
2,21,167,61,21.9,1,3,3
1,40,199,97,24.5,3,1,3
2,50,195,97,25.5,2,3,2
2,68,177,88,28.1,2,2,2
2,35,199,68,17.2,1,2,1
2,61,176,57,18.4,2,2,1
2,20,190,108,29.9,2,2,2
1,22,156,76,31.2,3,3,2
1,61,154,65,27.4,2,3,3
1,34,154,63,26.6,2,2,2
2,72,158,71,28.4,3,3,3
2,75,165,73,26.8,2,3,2
2,40,171,73,25.0,2,2,3
2,36,195,104,27.4,2,3,2
1,65,153,59,25.2,3,2,2
1,57,164,47,17.5,2,2,1
1,70,163,52,19.6,2,1,1
1,68,158,56,22.4,3,3,3
1,20,154,73,30.8,2,3,3
1,22,200,101,25.2,2,2,2
1,23,181,57,17.4,2,2,2
1,26,199,125,31.6,2,2,2
1,32,204,65,15.6,1,2,1
1,38,193,88,23.6,2,3,3
1,22,211,75,16.8,1,1,1
1,63,191,80,21.9,3,2,2
1,73,159,74,29.3,3,2,3
2,49,202,113,27.7,2,3,2
2,37,189,64,17.9,2,1,2
2,36,174,53,17.5,2,2,1
2,31,188,92,26.0,3,3,3
2,73,204,67,16.1,2,2,2
1,48,172,63,21.3,3,2,3
1,74,178,84,26.5,2,3,3
1,46,152,53,22.9,3,1,1
2,43,209,113,25.9,2,2,2
1,24,178,61,19.3,2,3,1
2,61,152,72,31.2,2,3,3
1,36,188,92,26.0,3,3,3
1,45,172,94,31.8,3,2,3
2,26,205,131,31.2,2,2,3
2,20,183,88,26.3,2,2,2
1,33,164,47,17.5,1,1,2
2,46,162,57,21.7,1,3,3
2,35,177,59,18.8,2,2,2
2,46,200,127,31.8,3,3,3
2,46,196,101,26.3,3,2,2
1,61,150,46,20.4,1,2,2
2,26,206,108,25.5,2,2,3
1,45,208,83,19.2,3,2,2
1,35,172,48,16.2,2,2,2
1,71,173,93,31.1,3,3,3
2,29,147,62,28.7,3,3,2
2,47,172,81,27.4,3,2,3
1,21,183,70,20.9,3,1,1
1,49,183,81,24.2,2,3,3
2,33,184,73,21.6,3,3,2
2,38,163,81,30.5,3,3,3
1,25,209,84,19.2,3,3,1
1,68,178,60,18.9,3,2,2
1,44,190,108,29.9,2,3,3
2,62,153,64,27.3,2,3,2
1,63,173,55,18.4,1,2,1
1,70,163,78,29.4,3,2,3
1,73,206,71,16.7,1,1,1
1,59,170,69,23.9,1,1,2
1,50,193,88,23.6,2,1,3
2,73,174,57,18.8,2,1,2
1,35,163,41,15.4,2,2,1
2,54,198,125,31.9,2,3,2
2,69,145,43,20.5,3,2,1
1,45,203,98,23.8,1,1,2
2,48,189,103,28.8,3,2,3
2,52,211,118,26.5,2,3,2
1,63,184,64,18.9,1,3,2
2,63,206,105,24.7,2,2,1
1,72,146,48,22.5,2,3,2
1,40,160,75,29.3,2,2,3
2,64,157,62,25.2,2,2,3
1,30,165,54,19.8,3,1,1
2,67,187,104,29.7,2,2,3
2,22,160,44,17.2,1,2,1
2,23,189,94,26.3,2,3,3
1,62,171,88,30.1,3,2,2
1,34,201,76,18.8,1,3,3
2,28,181,60,18.3,2,1,2
2,26,204,109,26.2,2,3,3
1,20,202,93,22.8,3,2,1
2,35,161,77,29.7,2,2,3
1,37,205,116,27.6,3,3,2
1,42,197,103,26.5,2,3,3
2,22,148,45,20.5,3,1,1
2,61,200,112,28.0,3,2,3
2,51,195,88,23.1,1,2,1
1,50,198,79,20.2,2,3,2
1,67,182,69,20.8,3,3,3
1,43,185,85,24.8,3,3,2
2,70,188,93,26.3,3,3,3
2,51,191,116,31.8,2,3,3
2,23,193,71,19.1,2,1,3
1,27,190,58,16.1,1,2,2
1,68,176,66,21.3,1,2,3
1,75,166,54,19.6,2,3,1
2,55,200,119,29.8,3,2,3
1,66,179,51,15.9,2,1,1
1,64,152,65,28.1,3,2,2
2,31,182,54,16.3,2,1,2
1,51,170,77,26.6,3,2,2
2,52,177,76,24.3,2,1,1
1,23,191,80,21.9,1,1,1
2,43,183,81,24.2,2,3,3
1,33,170,73,25.3,2,2,2
1,34,179,74,23.1,1,3,1
1,38,176,92,29.7,2,3,3
1,40,199,108,27.3,2,2,2
1,34,189,63,17.6,2,1,2
1,73,180,81,25.0,3,3,2
2,57,172,87,29.4,3,2,2
1,35,171,92,31.5,2,2,2
1,44,175,94,30.7,2,3,2
1,66,181,57,17.4,2,2,2
1,47,178,91,28.7,3,3,2
1,37,171,49,16.8,2,2,1
2,36,209,103,23.6,2,1,1
2,70,172,46,15.5,2,1,2
1,41,172,81,27.4,2,2,2
1,70,180,54,16.7,1,2,1
1,51,211,105,23.6,1,3,2
1,39,196,112,29.2,2,2,2
2,71,209,124,28.4,3,3,3
1,62,206,132,31.1,2,2,2
2,39,206,118,27.8,3,2,2
2,51,166,58,21.0,2,2,2
2,19,181,97,29.6,3,2,3
2,28,157,49,19.9,2,3,2
2,71,201,71,17.6,1,2,2
2,37,148,44,20.1,1,1,3
1,29,176,61,19.7,2,1,3
1,23,164,55,20.4,1,1,2
1,36,180,71,21.9,3,2,1
2,56,201,92,22.8,1,3,2
1,39,154,58,24.5,2,2,1
2,70,201,71,17.6,2,1,2
2,29,151,54,23.7,2,3,2
1,38,154,43,18.1,1,2,2
2,54,204,111,26.7,3,3,2
1,49,148,61,27.8,3,3,2
1,66,191,108,29.6,3,2,2
1,39,193,65,17.5,1,1,1
1,47,196,105,27.3,3,2,3
2,38,209,78,17.9,2,2,1
1,31,211,70,15.7,1,1,1
2,67,188,104,29.4,3,2,2
2,64,151,50,21.9,3,1,2
1,27,196,79,20.6,3,2,2
1,31,189,111,31.1,3,3,3
2,71,171,74,25.3,3,3,3
2,29,206,93,21.9,3,3,1
1,33,210,109,24.7,2,1,3
2,56,176,48,15.5,2,2,1
2,47,160,57,22.3,1,2,2
2,34,184,56,16.5,2,1,1
2,25,185,84,24.5,1,1,2
2,37,198,68,17.3,2,2,1
1,42,196,94,24.5,3,3,2
1,39,145,56,26.6,3,2,3
1,41,196,88,22.9,3,1,2
2,54,184,61,18.0,1,1,1
2,39,205,126,30.0,3,2,2
2,18,160,72,28.1,2,3,3
1,75,192,99,26.9,3,3,2
2,60,153,48,20.5,1,2,2
1,65,196,60,15.6,2,2,1
2,43,168,44,15.6,1,2,2
1,47,190,57,15.8,2,1,2
1,37,196,73,19.0,3,1,3
1,56,204,89,21.4,2,1,3
1,18,182,96,29.0,2,3,3
2,49,165,49,18.0,2,1,1
2,71,159,78,30.9,2,2,3
1,18,210,102,23.1,2,1,3
2,66,169,56,19.6,1,3,2
1,61,161,70,27.0,3,2,3
1,57,145,46,21.9,2,3,3
1,31,166,59,21.4,2,2,3
2,53,179,91,28.4,2,2,2
2,58,195,76,20.0,1,3,1
2,74,187,113,32.3,3,3,3
1,27,190,56,15.5,1,1,2
1,32,196,107,27.9,3,3,2
1,65,191,105,28.8,2,3,2
2,56,199,84,21.2,3,2,1
1,75,161,55,21.2,1,1,3
